1.0-Negative,1.0-Neutral,1.0-Positive,1.0-Total,1.0-choose,1.0-win,10.0-Negative,10.0-Neutral,10.0-Positive,10.0-Total,10.0-choose,10.0-win,11.0-Negative,11.0-Neutral,11.0-Positive,11.0-Total,11.0-choose,11.0-win,2.0-Negative,2.0-Neutral,2.0-Positive,2.0-Total,2.0-choose,2.0-win,3.0-Negative,3.0-Neutral,3.0-Positive,3.0-Total,3.0-choose,3.0-win,4.0-Negative,4.0-Neutral,4.0-Positive,4.0-Total,4.0-choose,4.0-win,5.0-Negative,5.0-Neutral,5.0-Positive,5.0-Total,5.0-choose,5.0-win,6.0-Negative,6.0-Neutral,6.0-Positive,6.0-Total,6.0-choose,6.0-win,7.0-Negative,7.0-Neutral,7.0-Positive,7.0-Total,7.0-choose,7.0-win,8.0-Negative,8.0-Neutral,8.0-Positive,8.0-Total,8.0-choose,8.0-win,9.0-Negative,9.0-Neutral,9.0-Positive,9.0-Total,9.0-choose,9.0-win,Age,ElimWeek,Hometown,Name,Occupation,Season,firstname
109,109,227,445,0,19,0,4,6,10,0,0,1,1,1,3,0,0,141,181,405,727,0,43,13,14,30,57,0,0,224,281,355,860,1,18,4,4,10,18,0,0,4,2,2,8,0,0,2,1,2,5,0,0,4,1,3,8,0,1,128,143,48,319,0,4,31,4,"Citrus Heights, California",Eric Hill,Explorer,10,Eric
3,48,6,57,0,0,,,,0,0,0,,,1,1,0,0,3,9,1,13,1,0,14,30,22,66,0,1,3,2,2,7,0,0,,,,0,0,0,2,1,0,3,0,0,,,,0,0,0,,,,0,0,0,,,1,1,0,0,32,3,"Grosse Pointe, Michigan",Bradley Wisk,Opera Singer,10,Bradley
1,38,12,51,0,0,,,,0,0,0,,,,0,0,0,0,6,2,8,0,0,4,6,5,15,0,1,0,1,2,3,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,29,3,"Warminster, Pennsylvania",Brett Melnick,Hairstylist,10,Brett
2,6,5,13,0,0,,,,0,0,0,7,1,7,15,0,0,0,6,2,8,0,1,5,7,5,17,0,0,1,6,0,7,0,0,,,,1,0,0,,,,1,0,1,,,,0,0,0,,,,1,0,0,,,,1,0,0,28,3,"Nahariya, Israel",Ron Worrell,Beverage Sales Manager,10,Ron
2,19,21,42,0,0,1,1,3,5,0,0,1,3,1,5,0,0,10,22,28,60,0,3,,,,1,0,0,,,3,3,0,0,,,1,1,0,0,,,,0,0,0,0,2,2,4,0,0,0,1,1,2,0,0,,,,1,0,0,30,2,"Hollywood, California",Carl King,Firefighter,10,Carl
17,15,6,38,0,0,,,7,7,0,0,5,1,0,6,0,0,140,140,159,439,0,2,3,0,1,4,0,0,10,2,5,17,0,0,,,,0,0,0,,,,1,0,0,,,,1,0,0,1,1,0,2,0,1,,,,0,0,0,29,2,"Defiance, Iowa",Craig Muhlbauer,Tax Accountant,10,Craig
10,36,55,101,0,0,227,317,407,951,10,24,42,115,38,195,19,4,3,39,22,64,0,2,19,73,56,148,0,2,5,35,28,68,0,1,1,10,15,26,0,0,34,90,54,178,0,9,57,134,77,268,3,4,542,534,662,1738,7,22,154,188,153,495,5,14,27,2,"Barrington, Illinois",Nick Sutter,Professional Golfer,10,Nick
9,72,11,92,1,1,0,2,3,5,0,0,,,1,1,0,0,3,3,2,8,0,0,0,7,1,8,0,0,0,8,6,14,0,0,,,,3,0,0,1,3,2,6,0,0,2,1,2,5,0,1,1,5,0,6,0,0,0,1,3,4,0,0,33,1,"Portland, Oregon",Emil Schaffroth,Helicopter Pilot,10,Emil
28,29,24,81,0,9,,,3,3,0,0,,,,5,0,0,1,3,4,8,0,0,0,3,2,5,0,0,7,15,27,49,0,3,,,,0,0,0,,,,5,0,0,,,13,13,0,0,0,2,2,4,0,0,1,2,2,5,0,0,35,1,"Sturgeon Bay, Wisconsin",Jason Leep,Urgent Care Physician,10,Jason
32,140,105,277,4,13,85,479,368,932,16,31,45,157,160,362,23,66,17,94,70,181,0,11,16,168,114,298,2,4,19,75,80,174,0,7,0,4,3,7,1,1,51,160,160,371,4,10,124,129,111,364,0,5,65,219,201,485,5,11,105,239,196,540,6,20,29,1,"Evergreen, Colorado",Josh Bauer,Telecommunication Marketer,10,Josh
9,7,7,23,0,1,,,2,2,0,0,,,,1,0,0,7,3,38,48,0,0,0,1,1,2,0,0,,,,2,0,0,,,,0,0,0,,,,5,0,0,,,,0,0,0,,,,0,0,0,,,4,4,0,0,29,1,"Guilderland, New York",Mike Campanelli,Bartender,10,Mike
1,11,7,19,0,0,,,,1,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,31,1,"Yorba Linda, California",Rudie Dane,Attorney,10,Rudie
3,10,7,20,0,0,,,,0,0,0,,,,0,0,0,,,1,1,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,30,1,"Meadow Vista, California",Steven Woolworth,Snowboard Product Developer,10,Steven
,,,0,0,0,,,,,,,,,,,,,2,7,3,12,0,0,22,12,9,43,0,0,6,9,10,25,0,1,6,33,42,81,2,0,2,13,13,28,0,3,7,95,58,160,4,4,,,,0,0,0,,,,0,0,0,27,,"McMinnville, Oregon",Chris Siegfried,Mortgage Broker,9,Chris
,,,1,0,0,,,,,,,,,,,,,0,9,7,16,0,1,0,1,7,8,0,0,3,5,30,38,0,0,3,9,8,20,0,0,9,51,49,109,0,3,5,38,52,95,3,4,,,,0,0,0,,,,0,0,0,27,10,"Scottsdale, Arizona",Drew Kenney,Digital Marketing Analyst,9,Drew
,,,1,0,0,,,,,,,,,,,,,6,47,99,152,2,4,11,35,25,71,0,2,0,6,7,13,0,2,0,19,17,36,0,3,3,23,21,47,0,2,14,109,55,178,1,3,,,,0,0,0,,,,0,0,0,28,9,"Blackfoot, Idaho",Brooks Forester,Sales & Marketing,9,Brooks
,,,0,0,0,,,,,,,,,,,,,3,3,4,10,0,1,2,3,5,10,0,0,3,7,8,18,2,1,0,4,6,10,0,0,2,25,18,45,0,3,3,7,13,23,0,1,,,,0,0,0,,,,0,0,0,31,8,"Dallas, Texas",Zak Waddell,Drilling Fluid Engineer,9,Zak
,,,0,0,0,,,,,,,,,,,,,3,7,1,11,0,1,3,4,4,11,0,0,1,11,3,15,0,0,20,23,20,63,0,3,10,15,10,35,0,0,13,24,25,62,0,0,,,,0,0,0,,,,0,0,0,33,7,"Lindenhurst, New York",Michael Garofola,Federal Prosecutor,9,Michael
,,,0,0,0,,,,,,,,,,,,,1,7,4,12,0,0,1,9,7,17,0,0,7,17,31,55,0,3,5,16,22,43,0,1,43,89,42,174,1,3,0,1,2,3,0,0,,,,0,0,0,,,,0,0,0,27,6,"Marietta, Georgia",James Case,Advertising Executive,9,James
,,1,1,0,0,,,,,,,,,,,,,0,11,6,17,0,0,4,45,24,73,0,3,1,20,22,43,1,2,0,22,12,34,0,1,16,63,28,107,1,2,1,2,2,5,0,0,,,,0,0,0,,,,0,0,0,31,6,"Barquisimeto, Venezuela",Juan Galavis,Former Pro Soccer Player,9,Juan
,,,0,0,0,,,,,,,,,,,,,2,1,5,8,0,0,3,3,5,11,0,0,0,3,2,5,0,0,1,0,1,2,0,0,3,12,3,18,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,29,6,"Tulsa, Oklahoma",Kasey Stewart,Advertising Executive,9,Kasey
,,,0,0,0,,,,,,,,,,,,,4,19,2,25,0,0,3,5,5,13,0,0,1,6,2,9,0,0,2,8,2,12,0,1,1,3,3,7,0,0,,,,1,0,0,,,,0,0,0,,,,0,0,0,30,5,"Glen Ellyn, Illinois",Mikey Tenerelli,Plumbing Contractor,9,Mikey
1,2,2,5,0,0,,,,,,,,,,,,,68,95,129,292,1,4,20,45,40,105,0,2,11,18,22,51,0,0,36,45,36,117,0,3,1,3,2,6,0,0,0,1,1,2,0,0,,,,0,0,0,,,,0,0,0,28,5,"Lubbock, Texas",Ben Scott,Entrepreneur,9,Ben
,,,0,0,0,,,,,,,,,,,,,16,51,54,121,1,3,3,8,21,32,1,2,3,15,9,27,0,0,8,15,13,36,0,0,0,3,2,5,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,26,5,"Havre, Montana",Bryden Vukasin,Iraq War Veteran,9,Bryden
,,,0,0,0,,,,,,,,,,,,,0,1,1,2,0,0,,,,0,0,0,0,4,1,5,0,0,,,,0,0,0,0,1,3,4,0,1,0,2,2,4,1,0,,,,0,0,0,,,,0,0,0,28,4,"Phillips Ranch, California",Zack Kalter,Book Publisher,9,Zack
,,,0,0,0,,,,,,,,,,,,,0,1,3,4,0,0,2,4,6,12,0,0,23,9,10,42,0,1,,,1,1,0,0,,,,0,0,0,,,,1,0,0,,,,0,0,0,,,,0,0,0,27,4,"Denver, Colorado",Brad McKinzie,Accountant/DJ,9,Brad
,,,0,0,0,,,,,,,,,,,,,10,33,41,84,0,1,22,44,50,116,0,1,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,26,3,"Blaine, Minnesota",Brandon Andreen,Painting Contractor,9,Brandon
,,,0,0,0,,,,,,,,,,,,,0,1,2,3,0,0,2,1,2,5,0,0,,,1,1,0,1,,,,0,0,0,0,1,1,2,0,0,,,,1,0,0,,,,0,0,0,,,,0,0,0,30,3,"Dublin, California",Dan Cox,Beverage Sales Director,9,Dan
,,,0,0,0,,,,,,,,,,,,,0,3,2,5,0,0,17,15,9,41,0,0,2,0,1,3,0,0,,,2,2,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,29,3,"Olney, Maryland",Brian Jarosinski,Financial Advisor,9,Brian
,,,0,0,0,,,,,,,,,,,,,0,1,1,2,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,27,2,"Rochester, New York",Nick Mucci,Investment Adviser,9,Nick
,,,1,0,0,,,,,,,,,,,,,7,9,10,26,0,0,1,1,0,2,0,1,,,1,1,0,0,,,,0,0,0,,,1,1,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,30,2,"Glendale, Arizona",Robert Graham,Advertising Entrepreneur,9,Robert
,,,0,0,0,,,,,,,,,,,,,1,6,5,12,0,0,3,6,2,11,0,0,1,2,2,5,0,0,1,6,1,8,0,0,,,,5,0,0,,,1,1,0,0,,,,0,0,0,,,,0,0,0,28,2,"Federal Way, Washington",Will Reese,Banker,9,Will
,,,0,0,0,,,,,,,,,,,,,,,,0,0,0,,,1,1,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,29,1,"Penha, Brazil",Diogo Custodio,Ski Resort Manager,9,Diogo
,,,1,0,0,,,,,,,,,,,,,2,5,4,11,0,0,2,4,0,6,0,0,,,,1,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,34,1,"Overland Park, Kansas",Larry Burchett,ER Doctor,9,Larry
,,,0,0,0,,,,,,,,,,,,,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,32,1,"Detroit Lakes, Minnesota",Micah X,Law Student,9,Micah
,,,0,0,0,,,,,,,,,,,,,4,19,2,25,0,0,3,5,7,15,0,0,2,6,5,13,0,0,3,9,3,15,0,1,1,3,3,7,0,0,,,,1,0,0,,,,0,0,0,,,,0,0,0,28,1,"London, England",Mike X,Dental Student,9,Mike
,,,0,0,0,,,,,,,,,,,,,0,1,1,2,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,26,1,"Ridgefield, Connecticut",Nick Roy,Tailor/Magician,9,Nick
1,0,2,3,0,0,,,,,,,,,,,,,,,1,1,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,26,1,"Hickory, North Carolina",Jonathan Vollinger,Lawyer,9,Jonathan
4,11,19,34,0,1,2,86,18,106,1,4,,,,,,,2,11,38,51,0,0,1,2,1,4,0,0,1,5,10,16,0,1,8,18,32,58,1,1,56,50,74,180,0,2,3,9,11,23,0,0,24,97,103,224,2,5,,,,0,0,0,27,,"St. George, Utah",Jef Holm,Entrepreneur,8,Jef
0,10,11,21,0,0,2,74,16,92,2,3,,,,,,,2,3,2,7,0,0,1,15,19,35,1,2,2,7,10,19,0,2,0,12,9,21,0,0,11,50,50,111,2,2,4,12,6,22,0,1,20,51,52,123,3,6,,,,0,0,0,30,10,"Scottsdale, Arizona","Arie Luyendyk, Jr.",Race Car Driver,8,Arie
,,,2,0,0,1,11,7,19,0,2,,,,,,,,,,1,0,0,2,19,3,24,0,0,0,12,8,20,1,1,3,10,16,29,0,2,9,35,40,84,1,4,3,16,9,28,0,4,103,124,125,352,5,11,,,,0,0,0,28,9,"Irving, Texas",Sean Lowe,Insurance Agent,8,Sean
3,21,9,33,0,1,0,1,2,3,0,0,,,,,,,0,8,2,10,0,0,4,6,4,14,0,0,2,4,3,9,0,1,1,0,2,3,0,0,9,12,12,33,1,2,6,13,6,25,0,0,52,79,44,175,1,9,,,,0,0,0,25,8,"Chicago, Illinois",Chris Bukowski,Corporate Sales Director,8,Chris
1,3,2,6,0,0,,,,0,0,0,,,,,,,,,,0,0,0,,,1,1,0,0,,,,1,0,0,,,,2,0,0,1,4,0,5,0,0,1,3,0,4,0,0,,,,2,0,0,,,,0,0,0,30,7,"Creve Coeur, Missouri",John Wolfner,Data Destruction Specialist,8,John
4,4,12,20,0,1,,,,0,0,0,,,,,,,1,3,4,8,0,0,3,3,5,11,0,0,1,4,7,12,0,0,1,4,4,9,0,1,13,29,17,59,0,0,10,8,5,23,0,2,1,0,2,3,0,1,,,,0,0,0,33,7,"Tacoma, Washington",Doug Clerget,Single Dad/Real Estate Agent,8,Doug
6,8,15,29,0,1,,,,0,0,0,,,,,,,2,15,39,56,1,0,2,2,3,7,0,0,16,17,11,44,0,0,6,15,2,23,0,0,95,244,219,558,0,3,,,,1,0,0,1,1,0,2,0,0,,,,0,0,0,31,6,"Evans, Georgia",Ryan Bowers,Pro Sports Trainer,8,Ryan
3,1,3,7,0,0,,,,0,0,0,,,,,,,,,,1,0,0,,,,0,0,0,,,,0,0,0,0,2,1,3,0,0,16,10,16,42,0,1,,,,0,0,0,,,1,1,0,0,,,,0,0,0,30,6,"Madison, Mississippi",Travis Pope,Advertising Sales Representative,8,Travis
1,1,2,4,0,0,,,,0,0,0,,,,,,,,,1,1,0,0,,,,1,0,0,7,4,2,13,0,0,0,2,4,6,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,25,5,"San Francisco, California",Alejandro Velez,Mushroom Farmer,8,Alejandro
1,6,9,16,0,0,,,,0,0,0,,,,,,,6,6,11,23,0,0,2,2,1,5,0,0,0,2,2,4,0,0,12,22,33,67,0,0,,,2,2,0,2,,,,0,0,0,,,,0,0,0,,,,0,0,0,27,5,"Houston, Texas",Kalon McMahon,Luxury Brand Consultant,8,Kalon
0,5,8,13,0,0,,,,0,0,0,,,,,,,1,31,18,50,0,0,1,0,1,2,0,0,7,8,4,19,0,1,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,32,4,"Worcester, Massachusetts",Charlie Grogan,Recruiter,8,Charlie
2,1,2,5,0,0,,,,0,0,0,,,,,,,,,2,2,0,0,,,,0,0,0,,,,1,0,0,,,,1,0,0,,,,0,0,0,,,,0,0,0,,,1,1,0,0,,,,0,0,0,26,4,"Austin, Texas",Michael Nance,Rehab Counselor,8,Michael
,,,0,0,0,,,,0,0,0,,,,,,,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,25,4,"Casa Grande, Arizona",Nathan Baake,Accountant,8,Nathan
1,5,2,8,0,0,,,,0,0,0,,,,,,,2,2,2,6,0,0,,,,1,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,26,3,"Monroe Township, New Jersey",Stevie Alberino,Party M.C.,8,Stevie
,,,0,0,0,,,,0,0,0,,,,,,,,,,1,0,0,3,2,2,7,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,30,3,"Saint Paul, Minnesota",Alessandro Goulart,Grain Merchant,8,Alessandro
4,3,4,11,0,0,,,,0,0,0,,,,,,,2,0,1,3,0,0,,,3,3,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,1,1,0,0,,,,0,0,0,,,,0,0,0,31,3,"Beaverton, Oregon",Tony Pieper,Single Dad/Lumber Trader,8,Tony
,,,0,0,0,,,,0,0,0,,,,,,,,,,3,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,36,2,"North Sydney, Nova Scotia",Aaron Martell,Biology Teacher,8,Aaron
,,,0,0,0,,,,0,0,0,,,,,,,,,,2,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,29,2,"Long Beach, California",Kyle Dillon,Financial Adviser,8,Kyle
1,1,0,2,0,0,,,,0,0,0,,,,,,,5,12,3,20,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,1,0,0,1,0,1,2,0,0,,,,0,0,0,27,2,"Orlando, Florida",Joe Gendreau,Field Energy Adviser,8,Joe
1,0,1,2,0,0,,,,0,0,0,,,,,,,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,41,1,"Midland, Texas",Brent Richter,Technology Salesman,8,Brent
0,1,1,2,0,0,,,,0,0,0,,,,,,,,,,0,0,0,,,1,1,0,0,,,1,1,0,0,,,,0,0,0,,,,0,0,0,,,,1,0,1,,,,1,0,0,,,,0,0,0,33,1,"Charlottesville, Virginia",David Homyk,Singer/Songwriter,8,David
12,2,2,16,0,0,,,,0,0,0,,,,,,,,,,0,0,0,,,,0,0,0,,,1,1,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,29,1,"Lockport, Illinois",Jackson Longnecker,Fitness Model,8,Jackson
,,,0,0,0,,,,0,0,0,,,,,,,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,35,1,"Moraga, California",JeanPaul LaCount,Marine Biologist,8,Jean-Paul
0,2,4,6,0,0,,,,0,0,0,,,,,,,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,29,1,"Laguna Beach, California",Lerone Anu,Real Estate Consultant,8,Lerone
3,1,2,6,0,0,,,,0,0,0,,,,,,,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,30,1,"Oak Creek, Wisconsin",Randy Woyak,Marketing Manager,8,Randy
